id,study,author,journal,year,species,taxonomic,transmission_type,offspring_generation,acclimating,parental_developmental_stages,offspring_developmental_stages,test.env.detail,test.env,alter.env.detail,alter.env,is.natural,environmental_context,merged environment,trait.detail,trait,neg.fitness,n1,n2,avg1,avg2,sd1,sd2,rep,RRdeta,var.RRdeta),Geary.test.1,Geary.test.2,acclimating,reciprocal,days to maturation
263,37,Akbar et.al,Plos One,2017,Daphnia_pulex,invertebrates,1maternal,F1,F1,2juvenile,3adult,high Ca,control,low Ca,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,total offspring,5reproductive,0,10,10,112.069,85.518,2.174,3.913,40,0.270302006,0.000247019,159.0384343,67.42544512,F1,0,14
264,37,Akbar et.al,Plos One,2017,Daphnia_pulex,invertebrates,1maternal,F1,F1,2juvenile,3adult,low Ca,natural factor,high Ca,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,body length,2morphological,0,10,10,1.258,1.236,0.152,0.079,32,0.018168492,0.001869582,25.53366686,48.26891248,F1,1,14
265,37,Akbar et.al,Plos One,2017,Daphnia_carinata,invertebrates,1maternal,F1,F1,2juvenile,3adult,low Ca,natural factor,high Ca,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,body length,2morphological,0,10,10,1.809,2.096,0.169,0.096,32,-0.146925068,0.001082944,33.02387235,67.35908512,F1,1,14
266,37,Akbar et.al,Plos One,2017,Daphnia_pulex,invertebrates,1maternal,F1,F1,2juvenile,3adult,low Ca,natural factor,high Ca,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,neonates at first clutch,5reproductive,0,10,10,7.483,7.397,0.401,0.287,23,0.011627583,0.000437762,57.571495,79.51514524,F1,1,14
267,37,Akbar et.al,Plos One,2017,Daphnia_carinata,invertebrates,1maternal,F1,F1,2juvenile,3adult,low Ca,natural factor,high Ca,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,neonates at first clutch,5reproductive,0,10,10,5.883,9.882,0.578696812,0.632455532,23,-0.51836908,0.001377781,31.36345461,48.20487805,F1,1,14
268,37,Akbar et.al,Plos One,2017,Daphnia_pulex,invertebrates,1maternal,F1,F1,2juvenile,3adult,low Ca,natural factor,high Ca,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,number of molts,3life_history,0,10,10,8.76,9.181,0.368,0.501,26,-0.047000878,0.000474317,73.43995839,56.53643191,F1,1,14
269,37,Akbar et.al,Plos One,2017,Daphnia_carinata,invertebrates,1maternal,F1,F1,2juvenile,3adult,low Ca,natural factor,high Ca,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,number of molts,3life_history,0,10,10,6.524,7.576,0.763,1.289,26,-0.150261198,0.00426777,26.37943862,18.13272951,F1,1,14
270,37,Akbar et.al,Plos One,2017,Daphnia_carinata,invertebrates,1maternal,F1,F1,2juvenile,3adult,low Ca,natural factor,high Ca,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,time to first brood,3life_history,1,10,10,6.909,7.659,0.418,0.408,26,0.103015388,0.000649918,50.99352633,57.91459732,F1,1,14
271,37,Akbar et.al,Plos One,2017,Daphnia_pulex,invertebrates,1maternal,F1,F1,2juvenile,3adult,low Ca,natural factor,high Ca,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,time to first brood,3life_history,1,10,10,6.273,6.409,0.418,0.388,26,0.021409787,0.000810693,46.29937627,50.96061736,F1,1,14
272,37,Akbar et.al,Plos One,2017,Daphnia_pulex,invertebrates,1maternal,F1,F1,2juvenile,3adult,low Ca,natural factor,high Ca,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,total offspring,5reproductive,0,10,10,74.339,123.69,3.45,3.505,23,-0.509075182,0.000295705,66.4773585,108.8736297,F1,1,14
273,37,Akbar et.al,Plos One,2017,Daphnia_carinata,invertebrates,1maternal,F1,F1,2juvenile,3adult,low Ca,natural factor,high Ca,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,total offspring,5reproductive,0,10,10,58.41,101.826,3.913,3.913,23,-0.555627807,0.000596577,46.05252987,80.2832547,F1,1,14
274,37,Akbar et.al,Plos One,2017,Daphnia_pulex,invertebrates,1maternal,F1,F1,2juvenile,3adult,high Ca,control,low Ca,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,time to first brood,3life_history,1,10,10,6.73,6.72,0.31,0.276,67,-0.001508733,0.000380897,66.97758821,75.11666976,F1,0,14
275,37,Akbar et.al,Plos One,2017,Daphnia_carinata,invertebrates,1maternal,F1,F1,2juvenile,3adult,high Ca,control,low Ca,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,time to first brood,3life_history,1,10,10,8.857,8.643,0.321,0.464,67,-0.024379934,0.000419611,85.12512191,57.46754797,F1,0,14
276,37,Akbar et.al,Plos One,2017,Daphnia_pulex,invertebrates,1maternal,F1,F1,2juvenile,3adult,high Ca,control,low Ca,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,time to first brood,3life_history,1,10,10,8.822,6.72,0.379,0.276,67,-0.272168385,0.00035328,71.81315018,75.11666976,F1,1,14
277,37,Akbar et.al,Plos One,2017,Daphnia_carinata,invertebrates,1maternal,F1,F1,2juvenile,3adult,high Ca,control,low Ca,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,time to first brood,3life_history,1,10,10,11.929,8.643,1.13,4.64,67,-0.308260897,0.030133907,32.56879793,5.746754797,F1,1,14
278,38,Li et.al,Scientific Reports,2017,Stipa_krylovii,perennial_plants,1maternal,F1,F1,2juvenile,1embryonic,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,germination rate,3life_history,0,7,7,75.9,64.8,6.9,7.6,15,0.157718862,0.00314834,28.09970358,21.78063148,F1,0,NA
279,38,Li et.al,Scientific Reports,2017,Stipa_krylovii,perennial_plants,1maternal,F1,F1,2juvenile,1embryonic,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,germination rate,3life_history,0,7,7,75.9,71.7,6.9,2.8,15,0.057407325,0.001399219,28.09970358,65.41392035,F1,0,NA
280,38,Li et.al,Scientific Reports,2017,Artemisia_frigida,perennial_plants,1maternal,F1,F1,2juvenile,1embryonic,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,germination rate,3life_history,0,7,7,68.7,66,9.8,7.6,15,0.040600809,0.004807257,17.90769607,22.18397651,F1,0,NA
281,38,Li et.al,Scientific Reports,2017,Stipa_krylovii,perennial_plants,1maternal,F1,F1,2juvenile,1embryonic,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,germination rate,3life_history,0,4,4,82.3,83.5,25.88,26.258,15,-0.014476135,0.050054712,5.985998727,5.985850811,F1,0,NA
282,38,Li et.al,Scientific Reports,2017,Artemisia_frigida,perennial_plants,1maternal,F1,F1,2juvenile,1embryonic,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,germination rate,3life_history,0,7,7,68.7,69.8,9.8,4.5,15,-0.014728209,0.003505139,17.90769607,39.6234204,F1,0,NA
283,38,Li et.al,Scientific Reports,2017,Artemisia_frigida,perennial_plants,1maternal,F1,F1,2juvenile,1embryonic,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,germination rate,3life_history,0,7,7,68.7,84.5,9.8,4.5,15,-0.205751424,0.003316426,17.90769607,47.96818086,F1,0,NA
284,38,Li et.al,Scientific Reports,2017,Artemisia_frigida,perennial_plants,1maternal,F1,F1,2juvenile,3adult,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,offspring total biomass(g),2morphological,0,7,7,1.817,0.439,0.661,0.323,33,1.391227888,0.099410224,7.022027425,3.471930727,F1,0,NA
285,38,Li et.al,Scientific Reports,2017,Stipa_krylovii,perennial_plants,1maternal,F1,F1,2juvenile,3adult,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,offspring total biomass(g),2morphological,0,7,7,1.468,1.05,0.658,0.658,33,0.321410625,0.086788468,5.699138554,4.07635932,F1,0,NA
286,38,Li et.al,Scientific Reports,2017,Stipa_krylovii,perennial_plants,1maternal,F1,F1,2juvenile,3adult,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,offspring total biomass(g),2morphological,0,7,7,1.468,1.191,0.658,0.331,33,0.217941274,0.040208099,5.699138554,9.191636079,F1,0,NA
287,38,Li et.al,Scientific Reports,2017,Artemisia_frigida,perennial_plants,1maternal,F1,F1,2juvenile,3adult,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,offspring total biomass(g),2morphological,0,7,7,1.817,1.617,0.661,1.439,33,0.069498758,0.13862117,7.022027425,2.870504813,F1,0,NA
288,38,Li et.al,Scientific Reports,2017,Artemisia_frigida,perennial_plants,1maternal,F1,F1,2juvenile,3adult,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,offspring total biomass(g),2morphological,0,7,7,1.817,1.944,0.661,0.839,33,-0.071412665,0.046047835,7.022027425,5.918932036,F1,0,NA
289,38,Li et.al,Scientific Reports,2017,Stipa_krylovii,perennial_plants,1maternal,F1,F1,2juvenile,3adult,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,offspring total biomass(g),2morphological,0,7,7,1.468,2.22,0.658,1.007,33,-0.413952487,0.05893893,5.699138554,5.631609817,F1,0,NA
290,38,Li et.al,Scientific Reports,2017,Stipa_krylovii,perennial_plants,1maternal,F1,F1,2juvenile,3adult,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,offspring total biomass(g),2morphological,0,7,7,4.787,7.793,2.675,1.408,33,-0.467349149,0.050278224,4.571394428,14.13875194,F1,0,NA
291,38,Li et.al,Scientific Reports,2017,Artemisia_frigida,perennial_plants,1maternal,F1,F1,2juvenile,3adult,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,offspring total biomass(g),2morphological,0,7,7,3.112,5.08,2.18,4.151,33,-0.502686714,0.172494201,3.646633759,3.126223565,F1,0,NA
292,38,Li et.al,Scientific Reports,2017,Artemisia_frigida,perennial_plants,1maternal,F1,F1,2juvenile,3adult,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,offspring total biomass(g),2morphological,0,7,7,3.112,6.41,2.18,3.447,33,-0.708197863,0.114724644,3.646633759,4.750352083,F1,0,NA
293,38,Li et.al,Scientific Reports,2017,Stipa_krylovii,perennial_plants,1maternal,F1,F1,2juvenile,3adult,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,offspring total biomass(g),2morphological,0,7,7,4.787,9.947,2.675,1.828,33,-0.711474927,0.050440338,4.571394428,13.90032582,F1,0,NA
294,38,Li et.al,Scientific Reports,2017,Stipa_krylovii,perennial_plants,1maternal,F1,F1,2juvenile,3adult,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,offspring total biomass(g),2morphological,0,7,7,4.787,10.319,2.675,4.926,33,-0.762055855,0.078688749,4.571394428,5.351213251,F1,0,NA
295,38,Li et.al,Scientific Reports,2017,Artemisia_frigida,perennial_plants,1maternal,F1,F1,2juvenile,3adult,control,control,nutrient env,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,offspring total biomass(g),2morphological,0,7,7,3.112,10.479,2.18,3.238,33,-1.185876241,0.086293147,3.646633759,8.26707827,F1,0,NA
296,39,Davila et al.,plos one,2015,Anastrepha_ludens,invertebrates,2paternal,F1,F1,3adult,3adult,control,control,Tapachula-7,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,eggs to Flying Adults Transformation,3life_history,0,10,10,21.4,4.45,1.5,1.12,67,1.567565204,0.006846047,44.0147915,12.25795783,F1,0,NA
297,39,Davila et al.,plos one,2015,Anastrepha_ludens,invertebrates,2paternal,F1,F1,3adult,3adult,control,control,Tapachula-7,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,fertility F1 Female,5reproductive,0,10,10,75.8,36.9,5.8,74.9,40,0.514172993,0.497475993,40.31970507,1.519919837,F1,0,NA
298,39,Davila et al.,plos one,2015,Anastrepha_ludens,invertebrates,2paternal,F1,F1,3adult,3adult,control,control,Tapachula-7,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,fertility F1 Female,5reproductive,0,10,10,65.9,40.3,1.12,6.57,40,0.49047252,0.002690207,181.5279598,18.92412514,F1,0,NA
299,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,1maternal,F1,F1,2juvenile,2juvenile,control,control,control,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,growth rate,2morphological,0,6,6,0.038,0.021,0.0048,0.0012,56,0.594121253,0.003207181,18.61612205,41.15142768,F1,1,NA
300,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,3biparental,F1,F1,2juvenile,2juvenile,control,control,low pH,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,growth rate,2morphological,0,6,6,0.038,0.049,0.0048,0.00735,56,-0.254779498,0.006419847,18.61612205,15.67673435,F1,1,NA
301,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,2paternal,F1,F1,2juvenile,2juvenile,control,control,low pH,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,growth rate,2morphological,0,6,6,0.038,0.08,0.0048,0.0146,56,-0.745886356,0.008229264,18.61612205,12.88498714,F1,1,NA
302,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,3biparental,F1,F1,2juvenile,2juvenile,control,control,low pH,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,juvenile survival,4survival,0,6,6,66.864,57.443,29.33998814,18.29033991,55,0.159464413,0.049646056,5.358944732,7.385198875,F1,1,NA
303,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,1maternal,F1,F1,2juvenile,2juvenile,control,control,low pH,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,juvenile survival,4survival,0,6,6,57.443,59.523,18.29033991,10.21437223,55,-0.029574964,0.02196011,7.385198875,13.70313669,F1,1,NA
304,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,2paternal,F1,F1,2juvenile,2juvenile,control,control,low pH,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,juvenile survival,4survival,0,6,6,57.443,60.912,18.29033991,17.4330185,55,-0.057014256,0.030785021,7.385198875,8.216315863,F1,1,NA
305,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,1maternal,F1,F1,2juvenile,2juvenile,control,control,low pH,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,metamorphosis success,3life_history,0,6,6,79.165,54.563,6.76304118,17.93761339,67,0.363780063,0.019392157,27.5256791,7.152871772,F1,1,NA
306,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,2paternal,F1,F1,2juvenile,2juvenile,control,control,low pH,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,metamorphosis success,3life_history,0,6,6,79.165,73.808,6.76304118,15.70122925,67,0.066904144,0.008787949,27.5256791,11.05392824,F1,1,NA
307,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,3biparental,F1,F1,2juvenile,2juvenile,control,control,low pH,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,metamorphosis success,3life_history,0,6,6,57.343,79.165,23.19911735,6.76304118,67,-0.309452114,0.028868339,5.812404182,27.5256791,F1,1,NA
308,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,3biparental,F1,F1,2juvenile,2juvenile,low pH,artificial factor,control,control,Human-mediated changes,1more_stressful,More stressful environment,growth rate,2morphological,0,6,6,0.035,0.043,0.00735,0.0245,32,-0.229229966,0.062946554,11.1976674,4.127140269,F1,1,NA
309,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,1maternal,F1,F1,2juvenile,2juvenile,low pH,artificial factor,control,control,Human-mediated changes,1more_stressful,More stressful environment,growth rate,2morphological,0,6,6,0.031,0.043,0.00735,0.0245,32,-0.349581249,0.06498258,9.917933979,4.127140269,F1,1,NA
310,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,2paternal,F1,F1,2juvenile,2juvenile,low pH,artificial factor,control,control,Human-mediated changes,1more_stressful,More stressful environment,growth rate,2morphological,0,6,6,0.026,0.043,0.00489,0.0245,32,-0.527208745,0.06148241,12.50291697,4.127140269,F1,1,NA
311,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,1maternal,F1,F1,2juvenile,2juvenile,low pH,artificial factor,control,control,Human-mediated changes,1more_stressful,More stressful environment,juvenile survival,4survival,0,6,6,73.66,43.453,28.9186759,34.026,18,0.489526706,0.133435918,5.989632391,3.003002724,F1,1,NA
312,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,2paternal,F1,F1,2juvenile,2juvenile,low pH,artificial factor,control,control,Human-mediated changes,1more_stressful,More stressful environment,juvenile survival,4survival,0,6,6,66.222,43.453,18.71410163,34.026,18,0.376890242,0.120815968,8.321089007,3.003002724,F1,1,NA
313,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,3biparental,F1,F1,2juvenile,2juvenile,low pH,artificial factor,control,control,Human-mediated changes,1more_stressful,More stressful environment,juvenile survival,4survival,0,6,6,45.983,43.453,26.37610555,34.86848649,18,0.030351131,0.169418142,4.099524517,2.930444678,F1,1,NA
314,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,3biparental,F1,F1,2juvenile,2juvenile,low pH,artificial factor,control,control,Human-mediated changes,1more_stressful,More stressful environment,metamorphosis success,3life_history,0,6,6,77.975,74.006,21.65593882,22.45447247,26,0.050998204,0.028399297,8.466915506,7.750164722,F1,1,NA
315,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,1maternal,F1,F1,2juvenile,2juvenile,low pH,artificial factor,control,control,Human-mediated changes,1more_stressful,More stressful environment,metamorphosis success,3life_history,0,6,6,76.586,77.975,6.721399854,21.65593882,26,-0.023759906,0.014222765,26.79393586,8.466915506,F1,1,NA
316,40,Lane et al.,Scientific Reports,2015,Hydroides_elegans,invertebrates,2paternal,F1,F1,2juvenile,2juvenile,low pH,artificial factor,control,control,Human-mediated changes,1more_stressful,More stressful environment,metamorphosis success,3life_history,0,6,6,73.807,77.975,15.70122925,21.65593882,26,-0.057591181,0.020509266,11.05377847,8.466915506,F1,1,NA
317,41,Glover et al.,Aquatic Botany,2015,Ludwigia_hexapetala,perennial_plants,1maternal,F1,F1,3adult,2juvenile,sun,control,shade,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,biomass,2morphological,0,6,6,25.036,9.197,2.146,2.449,25,0.996140859,0.013112861,27.43355461,8.830885618,F1,0,NA
318,41,Glover et al.,Aquatic Botany,2015,Ludwigia_hexapetala,perennial_plants,1maternal,F1,F1,3adult,2juvenile,sun,control,shade,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,branch number,2morphological,0,6,6,43.447,12.586,6.334,4.644,25,1.229382262,0.026497232,16.12978554,6.372977344,F1,0,NA
319,41,Glover et al.,Aquatic Botany,2015,Ludwigia_hexapetala,perennial_plants,1maternal,F1,F1,3adult,2juvenile,sun,control,shade,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,internode length,2morphological,0,6,6,4.939,3.688,0.527,0.404,25,0.292027349,0.003901343,22.03815682,21.466261,F1,0,NA
320,41,Glover et al.,Aquatic Botany,2015,Ludwigia_hexapetala,perennial_plants,1maternal,F1,F1,3adult,2juvenile,sun,control,shade,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,leaf length,2morphological,0,4,4,0.984,1.417,0.198,0.334,25,-0.366555037,0.024159728,9.354723708,7.985910532,F1,0,NA
321,41,Glover et al.,Aquatic Botany,2015,Ludwigia_hexapetala,perennial_plants,1maternal,F1,F1,3adult,2juvenile,sun,control,shade,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,leaf mass ratio,2morphological,0,6,6,21.353,35.135,7.282,4.977,25,-0.489985933,0.022921248,6.895330445,16.6004238,F1,0,NA
322,41,Glover et al.,Aquatic Botany,2015,Ludwigia_hexapetala,perennial_plants,1maternal,F1,F1,3adult,2juvenile,sun,control,shade,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,leaf number,2morphological,0,6,6,485.695,158.922,91.956,30.927,25,1.11699853,0.012323836,12.42025234,12.08350944,F1,0,NA
323,41,Glover et al.,Aquatic Botany,2015,Ludwigia_hexapetala,perennial_plants,1maternal,F1,F1,3adult,2juvenile,sun,control,shade,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,leaf width,2morphological,0,4,4,0.961,1.3,0.182,0.322,25,-0.305330685,0.024462466,9.939237233,7.599561564,F1,0,NA
324,41,Glover et al.,Aquatic Botany,2015,Ludwigia_hexapetala,perennial_plants,1maternal,F1,F1,3adult,2juvenile,sun,control,shade,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,number of rooting nodes,2morphological,0,6,6,99.711,60.432,11.679,9.575,25,0.49980849,0.006481888,20.0763275,14.84140591,F1,0,NA
325,41,Glover et al.,Aquatic Botany,2015,Ludwigia_hexapetala,perennial_plants,1maternal,F1,F1,3adult,2juvenile,sun,control,shade,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,root mass ratio,2morphological,0,6,6,38.493,29.315,4.363,5.634,25,0.270369644,0.00831849,20.74643143,12.23544908,F1,0,NA
326,41,Glover et al.,Aquatic Botany,2015,Ludwigia_hexapetala,perennial_plants,1maternal,F1,F1,3adult,2juvenile,sun,control,shade,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,specific leaf area,1physiological,0,6,6,14.999,26.799,8.654,4.0832,11,-0.554574233,0.060898521,4.075606747,15.43351308,F1,0,NA
327,41,Glover et al.,Aquatic Botany,2015,Ludwigia_hexapetala,perennial_plants,1maternal,F1,F1,3adult,2juvenile,sun,control,shade,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,stolon length,2morphological,0,6,6,208.79,122.55,22.278,8.083,25,0.533396078,0.002624612,22.0384148,35.65230351,F1,0,NA
328,42,Khan et al.,Biology Letters,2016,Taeniopygia_guttata,vertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,corticosterone exposure,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,hatching success,4survival,0,19,9,91.383,82.71,15.675,26.211,35,0.09491395,0.012770598,25.08173237,9.210781114,F1,0,52
329,42,Khan et al.,Biology Letters,2016,Taeniopygia_guttata,vertebrates,1maternal,F1,F1,3adult,2juvenile,control,control,corticosterone exposure,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,head size,2morphological,0,25,15,10.749,10.342,1.692,1.471,100,0.038420646,0.002341247,31.44968752,26.78298053,F1,0,52
330,42,Khan et al.,Biology Letters,2016,Taeniopygia_guttata,vertebrates,1maternal,F1,F1,3adult,2juvenile,control,control,corticosterone exposure,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,tarsus length,2morphological,0,25,15,9.345,8.655,2.262,1.476,100,0.076906629,0.004287106,20.45197888,22.33817864,F1,0,52
331,42,Khan et al.,Biology Letters,2016,Taeniopygia_guttata,vertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,corticosterone exposure,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,total eggs hatching success,4survival,0,19,9,113,112,41.11,44.272,35,0.003691356,0.024502184,11.82580284,7.384326864,F1,0,52
332,42,Khan et al.,Biology Letters,2016,Taeniopygia_guttata,vertebrates,1maternal,F1,F1,3adult,2juvenile,control,control,corticosterone exposure,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,weight,2morphological,0,25,15,2.593,1.603,2.538,0.949,100,0.488416469,0.062693795,5.057775281,6.434789653,F1,0,52
333,43,Putnam & Gates,The Journal of Experimental Biology,2015,Pocillopora_damicornis,invertebrates,1maternal,F1,F1,3adult,2juvenile,ambient env,control,high temperature,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,dark respiration,1physiological,0,5,5,0.077,0.03,0.0157,0.0157,31,0.919377625,0.064625028,10.44447888,4.069277484,F1,1,NA
334,43,Putnam & Gates,The Journal of Experimental Biology,2015,Pocillopora_damicornis,invertebrates,1maternal,F1,F1,3adult,2juvenile,ambient env,control,high temperature,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,Larval size,2morphological,0,5,5,1.434,1.038,0.295,0.0849,56,0.326734967,0.009838699,10.35196604,26.03666566,F1,1,NA
335,43,Putnam & Gates,The Journal of Experimental Biology,2015,Pocillopora_damicornis,invertebrates,1maternal,F1,F1,3adult,2juvenile,ambient env,control,high temperature,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,dark respiration,1physiological,0,5,5,0.053,0.03,0.0067,0.0157,31,0.543304832,0.059476999,16.84599898,4.069277484,F1,1,NA
336,43,Putnam & Gates,The Journal of Experimental Biology,2015,Pocillopora_damicornis,invertebrates,1maternal,F1,F1,3adult,2juvenile,high emv,natural factor,ambient env,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,dark respiration,1physiological,0,4,5,0.043,0.063,0.008,0.0157,24,-0.383818328,0.021188665,10.11764706,8.545482717,F1,1,NA
337,43,Putnam & Gates,The Journal of Experimental Biology,2015,Pocillopora_damicornis,invertebrates,1maternal,F1,F1,3adult,2juvenile,high emv,natural factor,ambient env,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,Larval size,2morphological,0,4,5,0.642,1.136,0.264,0.0962,32,-0.550260201,0.044603272,4.577540107,25.14774005,F1,1,NA
338,43,Putnam & Gates,The Journal of Experimental Biology,2015,Pocillopora_damicornis,invertebrates,1maternal,F1,F1,3adult,2juvenile,high emv,natural factor,ambient env,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,dark respiration rate normalized to larval size,1physiological,0,3,5,0.08,0.057,0.0364,0.0134,24,0.36795291,0.082503743,3.513881605,9.058697563,F1,1,NA
339,44,Rosinczuk &Calkosinski,Environmental Toxicology and Chemistry,2015,Rattus norregicus,vertebrates,1maternal,F1,F1,3adult,2juvenile,control,control,dioxin,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,1-month F1 number per female (first brood),4survival,0,10,6,8.6,3.6,0.55,4.27,35,0.753794563,0.26237532,48.24051065,1.982537834,F1,0,NA
340,44,Rosinczuk &Calkosinski,Environmental Toxicology and Chemistry,2015,Rattus norregicus,vertebrates,1maternal,F1,F1,3adult,2juvenile,control,control,dioxin,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,1-month F1 number per female (first brood),4survival,0,10,4,11.847,7.777,0.15,0.221,35,0.420811085,0.000217935,243.665063,66.24008517,F1,0,NA
341,44,Rosinczuk &Calkosinski,Environmental Toxicology and Chemistry,2015,Rattus norregicus,vertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,dioxin,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,birth weight of F1,2morphological,0,5,5,5.956,5.022,0.495,0.544,100,0.170088177,0.003731935,25.62389779,19.65954724,F1,0,NA
