"","id","study","author","journal","year","species","taxonomic","transmission_type","offspring_generation","acclimating","parental_developmental_stages","offspring_developmental_stages","test.env.detail","test.env","alter.env.detail","alter.env","is.natural","environmental_context","merged.environment","trait.detail","trait","neg.fitness","n1","n2","avg1","avg2","sd1","sd2","rep","RRdeta","var.RRdeta.","Geary.test.1","Geary.test.2","acclimating.1","reciprocal","days.to.maturation","duplicated.row","species.2","avg1_sd1_n1","num.shared.control.1","n1.adjusted","avg2_sd2_n2","num.shared.control.2","n2.adjusted","yi","vi","yi.adj","vi.adj"
"173",182,22,"Dey et al.","Plos Biology",2016,"Caenorhabditis_elegans","invertebrates","1maternal","F1","F1","1embryonic","2juvenile","normoxia","control","anoxia","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","growth rate","2morphological",0,4,4,2.23,2.303,0.44,0.46,56,-0.032331642,0.019803819,9.540106952,9.424040921,"F1",1,3,FALSE,"Caenorhabditis elegans","2.23_0.44_4",1,4,"2.303_0.46_4",1,4,-0.0323316416071978,0.0198038187126484,-0.0323316416071978,0.0198038187126484
"174",183,22,"Dey et al.","Plos Biology",2016,"Caenorhabditis_elegans","invertebrates","1maternal","F1","F1","1embryonic","1embryonic","anoxia","artificial factor","normoxia","control","Human-mediated changes","1more_stressful","More stressful environment","embryo hatchability","4survival",0,4,4,18,19.7,1.7,1.7,18,-0.090062749,0.004095839,19.93079585,21.81314879,"F1",1,3,FALSE,"Caenorhabditis elegans","18_1.7_4",1,4,"19.7_1.7_4",1,4,-0.0900627494963297,0.00409583908179245,-0.0900627494963297,0.00409583908179245
"175",184,22,"Dey et al.","Plos Biology",2016,"Caenorhabditis_elegans","invertebrates","1maternal","F1","F1","1embryonic","2juvenile","anoxia","artificial factor","normoxia","control","Human-mediated changes","1more_stressful","More stressful environment","growth rate","2morphological",0,4,4,0.803,0.618,0.46,0.46,32,0.233631539,0.233506698,3.285933504,2.528900256,"F1",1,3,FALSE,"Caenorhabditis elegans","0.803_0.46_4",1,4,"0.618_0.46_4",1,4,0.233631539303241,0.233506697951766,0.233631539303241,0.233506697951766
"176",185,23,"Wang et al.","Scientific Reports",2016,"Sclerodermus_pupariae","invertebrates","1maternal","F1","F1","3adult","3adult","low light intensity","control","high light intensity","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","development days","3life_history",1,15,15,21.93,21.465,0.36,1.681,67,-0.02123641,0.000426916,232.0615431,48.64410579,"F1",0,NA,FALSE,"Sclerodermus pupariae","21.93_0.36_15",1,15,"21.465_1.681_15",1,15,-0.0212364097929416,0.000426916434181473,-0.0212364097929416,0.000426916434181473
"177",186,24,"Shama","Global Change Biology",2015,"Gasterosteus_aculeatus","vertebrates","2paternal","F1","F1","2juvenile","2juvenile","control","control","warm env","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","mean body size 60 days","2morphological",0,10,12,0.667,0.483,1.338,1.745,100,-0.019883207,2.162644443,1.537962886,0.939263573,"F1",0,300,FALSE,"Gasterosteus aculeatus","0.667_1.338_10",1,10,"0.483_1.745_12",1,12,-0.0198832065029447,2.16264444339008,-0.0198832065029447,2.16264444339008
"178",187,24,"Shama","Global Change Biology",2015,"Gasterosteus_aculeatus","vertebrates","2paternal","F1","F1","2juvenile","1embryonic","control","control","warm env","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","mean hatching success","4survival",0,10,12,33.5,19.4,4.8,5.6,15,0.543827029,0.00902294,21.53176862,11.75572676,"F1",1,300,FALSE,"Gasterosteus aculeatus","33.5_4.8_10",1,10,"19.4_5.6_12",1,12,0.543827028816351,0.00902293984166538,0.543827028816351,0.00902293984166538
"179",188,24,"Shama","Global Change Biology",2015,"Gasterosteus_aculeatus","vertebrates","1maternal","F1","F1","2juvenile","1embryonic","control","control","warm env","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","mean hatching success","4survival",0,10,12,31,38.3,27.3,31,35,-0.199982876,0.136645079,3.503282675,4.192497965,"F1",1,300,FALSE,"Gasterosteus aculeatus","31_27.3_10",1,10,"38.3_31_12",1,12,-0.19998287647433,0.136645079438325,-0.19998287647433,0.136645079438325
"180",189,24,"Shama","Global Change Biology",2015,"Gasterosteus_aculeatus","vertebrates","1maternal","F1","F1","2juvenile","1embryonic","control","control","warm env","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","mean hatching success","4survival",0,10,12,9.3,12,13,8.7,35,-0.179094135,0.259249957,2.207068086,4.680559536,"F1",1,300,FALSE,"Gasterosteus aculeatus","9.3_13_10",1,10,"12_8.7_12",1,12,-0.179094135323668,0.25924995668428,-0.179094135323668,0.25924995668428
"181",190,24,"Shama","Global Change Biology",2015,"Gasterosteus_aculeatus","vertebrates","2paternal","F1","F1","2juvenile","1embryonic","warm env","natural factor","control","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","mean hatching success","4survival",0,12,10,17.3,25.3,3.7,5.1,15,-0.38022374,0.007890811,15.86646432,15.30475845,"F1",1,300,FALSE,"Gasterosteus aculeatus","17.3_3.7_12",1,12,"25.3_5.1_10",1,10,-0.380223740247778,0.00789081099285103,-0.380223740247778,0.00789081099285103
"182",197,25,"Wang et al.","Plos One",2015,"Apostichopus_japonicus","invertebrates","1maternal","F1","F1","3adult","2juvenile","control","control","warm env","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","oxygen consumption rate","1physiological",0,3,3,0.021,0.014,0.002,0.003,31,0.399323763,0.018451263,16.78756937,7.46114194,"F1",0,86,FALSE,"Apostichopus japonicus","0.021_0.002_3",1,3,"0.014_0.003_3",1,3,0.399323762681105,0.0184512633053557,0.399323762681105,0.0184512633053557
"183",198,26,"Kazerouni et al.","Functional Ecology",2017,"Poecilia_reticulata","vertebrates","3biparental","F1","F1","2juvenile","2juvenile","control","control","uv-b radiation","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","catalase activities","1physiological",0,16,16,0.166,0.179,0.024,0.04,38,-0.076305303,0.004433155,27.24102564,17.62461538,"F1",1,74,FALSE,"Poecilia reticulata","0.166_0.024_16",1,16,"0.179_0.04_16",1,16,-0.0763053028220854,0.00443315546331201,-0.0763053028220854,0.00443315546331201
"184",199,26,"Kazerouni et al.","Functional Ecology",2017,"Poecilia_reticulata","vertebrates","3biparental","F1","F1","2juvenile","2juvenile","control","control","uv-b radiation","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","glutathione concentration","1physiological",0,13,13,0.523,0.43,0.0901,0.0757,38,0.195745733,0.004672461,20.53411775,20.09424653,"F1",1,74,FALSE,"Poecilia reticulata","0.523_0.0901_13",1,13,"0.43_0.0757_13",1,13,0.195745732941082,0.00467246050985041,0.195745732941082,0.00467246050985041
"185",200,26,"Kazerouni et al.","Functional Ecology",2017,"Poecilia_reticulata","vertebrates","3biparental","F1","F1","2juvenile","2juvenile","control","control","uv-b radiation","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","lipid peroxidation","1physiological",1,12,12,1.779,2.472,0.4538,0.7101,38,-0.329703102,0.012337193,13.30292789,11.81312322,"F1",1,74,FALSE,"Poecilia reticulata","1.779_0.4538_12",1,12,"2.472_0.7101_12",1,12,0.329703101875844,0.0123371929480854,0.329703101875844,0.0123371929480854
"186",201,26,"Kazerouni et al.","Functional Ecology",2017,"Poecilia_reticulata","vertebrates","3biparental","F1","F1","2juvenile","2juvenile","control","control","uv-b radiation","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","maximal oxygen consumption","1physiological",0,13,13,1.001,1.16,0.2957,0.4363,38,-0.149505232,0.017676404,11.97517595,9.40528427,"F1",1,74,FALSE,"Poecilia reticulata","1.001_0.2957_13",1,13,"1.16_0.4363_13",1,13,-0.149505231639056,0.0176764043913822,-0.149505231639056,0.0176764043913822
"187",202,26,"Kazerouni et al.","Functional Ecology",2017,"Poecilia_reticulata","vertebrates","3biparental","F1","F1","2juvenile","2juvenile","control","control","uv-b radiation","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","metabolic scope","1physiological",0,13,13,0.876,1.053,0.3173,0.3497,38,-0.183228197,0.018662993,9.766370241,10.65201794,"F1",1,74,FALSE,"Poecilia reticulata","0.876_0.3173_13",1,13,"1.053_0.3497_13",1,13,-0.183228196772501,0.0186629925273156,-0.183228196772501,0.0186629925273156
"188",203,26,"Kazerouni et al.","Functional Ecology",2017,"Poecilia_reticulata","vertebrates","3biparental","F1","F1","2juvenile","2juvenile","control","control","uv-b radiation","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","protein carbonyl","1physiological",1,12,12,12.057,17.235,2.948,4.5172,38,-0.357668077,0.01073516,13.87866082,12.9472564,"F1",1,74,FALSE,"Poecilia reticulata","12.057_2.948_12",1,12,"17.235_4.5172_12",1,12,0.357668076701197,0.0107351603892504,0.357668076701197,0.0107351603892504
"189",204,26,"Kazerouni et al.","Functional Ecology",2017,"Poecilia_reticulata","vertebrates","3biparental","F1","F1","2juvenile","2juvenile","control","control","uv-b radiation","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","resting oxygen consumption","1physiological",0,13,13,0.121,0.1,0.0469,0.1,38,0.157937141,0.091505075,9.126655922,3.537522006,"F1",1,74,FALSE,"Poecilia reticulata","0.121_0.0469_13",1,13,"0.1_0.1_13",1,13,0.157937141249248,0.0915050749754128,0.157937141249248,0.0915050749754128
"190",205,26,"Kazerouni et al.","Functional Ecology",2017,"Poecilia_reticulata","vertebrates","3biparental","F1","F1","2juvenile","2juvenile","uv-b radiation","artificial factor","control","control","Human-mediated changes","1more_stressful","More stressful environment","catalase activities","1physiological",0,16,16,0.202,0.178,0.014,0.035,19,0.125426035,0.002719621,56.82637363,20.02989011,"F1",1,74,FALSE,"Poecilia reticulata","0.202_0.014_16",1,16,"0.178_0.035_16",1,16,0.125426034704341,0.00271962079682506,0.125426034704341,0.00271962079682506
"191",206,26,"Kazerouni et al.","Functional Ecology",2017,"Poecilia_reticulata","vertebrates","3biparental","F1","F1","2juvenile","2juvenile","uv-b radiation","artificial factor","control","control","Human-mediated changes","1more_stressful","More stressful environment","glutathione concentration","1physiological",0,13,13,0.602,0.519,0.1,0.0577,19,0.148939468,0.003076048,21.29588248,31.81930539,"F1",1,74,FALSE,"Poecilia reticulata","0.602_0.1_13",1,13,"0.519_0.0577_13",1,13,0.148939468251461,0.00307604849418413,0.148939468251461,0.00307604849418413
"192",207,26,"Kazerouni et al.","Functional Ecology",2017,"Poecilia_reticulata","vertebrates","3biparental","F1","F1","2juvenile","2juvenile","uv-b radiation","artificial factor","control","control","Human-mediated changes","1more_stressful","More stressful environment","lipid peroxidation","1physiological",1,12,12,1.606,2.016,0.6894,0.7656,19,-0.225700003,0.027564099,7.905148674,8.93561366,"F1",1,74,FALSE,"Poecilia reticulata","1.606_0.6894_12",1,12,"2.016_0.7656_12",1,12,0.225700003222341,0.0275640986733391,0.225700003222341,0.0275640986733391
"193",208,26,"Kazerouni et al.","Functional Ecology",2017,"Poecilia_reticulata","vertebrates","3biparental","F1","F1","2juvenile","2juvenile","uv-b radiation","artificial factor","control","control","Human-mediated changes","1more_stressful","More stressful environment","maximal oxygen consumption","1physiological",0,13,13,0.932,0.944,0.2416,0.3966,19,-0.016997502,0.018852124,13.64640112,8.42012298,"F1",1,74,FALSE,"Poecilia reticulata","0.932_0.2416_13",1,13,"0.944_0.3966_13",1,13,-0.0169975020657702,0.0188521239986385,-0.0169975020657702,0.0188521239986385
"194",209,26,"Kazerouni et al.","Functional Ecology",2017,"Poecilia_reticulata","vertebrates","3biparental","F1","F1","2juvenile","2juvenile","uv-b radiation","artificial factor","control","control","Human-mediated changes","1more_stressful","More stressful environment","metabolic scope","1physiological",0,13,13,0.833,0.861,0.256,0.4651,19,-0.040651376,0.029989701,11.51076497,6.548713067,"F1",1,74,FALSE,"Poecilia reticulata","0.833_0.256_13",1,13,"0.861_0.4651_13",1,13,-0.040651375668673,0.0299897010175893,-0.040651375668673,0.0299897010175893
"195",210,26,"Kazerouni et al.","Functional Ecology",2017,"Poecilia_reticulata","vertebrates","3biparental","F1","F1","2juvenile","2juvenile","uv-b radiation","artificial factor","control","control","Human-mediated changes","1more_stressful","More stressful environment","protein carbonyl","1physiological",1,12,12,12.766,15.78,3.7793,4.9744,19,-0.212446704,0.015645536,11.46249747,10.76470356,"F1",1,74,FALSE,"Poecilia reticulata","12.766_3.7793_12",1,12,"15.78_4.9744_12",1,12,0.212446704299886,0.0156455361685128,0.212446704299886,0.0156455361685128
"196",211,26,"Kazerouni et al.","Functional Ecology",2017,"Poecilia_reticulata","vertebrates","3biparental","F1","F1","2juvenile","2juvenile","uv-b radiation","artificial factor","control","control","Human-mediated changes","1more_stressful","More stressful environment","resting oxygen consumption","1physiological",0,13,13,0.1,0.08,0.1118,0.0541,19,0.253628549,0.13656697,3.164152063,5.231086146,"F1",1,74,FALSE,"Poecilia reticulata","0.1_0.1118_13",1,13,"0.08_0.0541_13",1,13,0.253628548910364,0.136566969770817,0.253628548910364,0.136566969770817
"197",212,26,"Kazerouni et al.","Functional Ecology",2017,"Poecilia_reticulata","vertebrates","3biparental","F1","F1","2juvenile","2juvenile","uv-b radiation","artificial factor","control","control","Human-mediated changes","1more_stressful","More stressful environment","protein carbonyl concentrations","1physiological",1,12,12,12.794,17.206,3.312,4.074,38,0.295825574,0.010283018,13.10846379,14.33159987,"F1",0,74,FALSE,"Poecilia reticulata","12.794_3.312_12",1,12,"17.206_4.074_12",1,12,0.295825573550874,0.0102830182432629,0.295825573550874,0.0102830182432629
"198",213,27,"Reznik&Voinovich","Physiological Entomology",2016,"Trichogramma_bezdencovii","invertebrates","1maternal","F1","F1","1embryonic","2juvenile","control","control","cold exposure","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","diapause in the progeny","1physiological",1,14,14,12.152,85.001,2.393,8.009,31,1.94410138,0.003408056,18.667332,39.01422017,"F1",0,NA,FALSE,"Trichogramma bezdencovii","12.152_2.393_14",2,7,"85.001_8.009_14",1,14,1.94410137960304,0.00340805602848096,1.9427164367796,0.00618945007510647
"199",214,27,"Reznik&Voinovich","Physiological Entomology",2016,"Trichogramma_bezdencovii","invertebrates","1maternal","F1","F1","1embryonic","2juvenile","control","control","thermal env","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","diapause in the progeny","1physiological",1,14,14,12.152,65.239,2.393,2.857,31,1.679247235,0.002910718,18.667332,83.9410204,"F1",0,NA,FALSE,"Trichogramma bezdencovii","12.152_2.393_14",2,7,"65.239_2.857_14",1,14,1.67924723476215,0.00291071768946631,1.67786229193871,0.00569211173609182
"200",215,28,"Munday et al.","Global Change Biology",2017,"Acanthochromis_polyacanthus","vertebrates","1maternal","F1","F1","2juvenile","2juvenile","control","control","elevate temperature","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","maximum metabolic rates","1physiological",0,20,20,87.501,66.668,3.536,11.785,38,0.271184767,0.001645284,109.3001419,24.9866369,"F1",0,NA,FALSE,"Acanthochromis polyacanthus","87.501_3.536_20",1,20,"66.668_11.785_20",1,20,0.271184766578405,0.00164528373813528,0.271184766578405,0.00164528373813528
"201",216,28,"Munday et al.","Global Change Biology",2017,"Acanthochromis_polyacanthus","vertebrates","1maternal","F1","F1","2juvenile","2juvenile","control","control","elevate temperature","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","maximum metabolic rates","1physiological",0,20,20,0.54,0.46,1.06,1.267,38,0.067012441,0.662484379,2.250131298,1.603618961,"F1",0,NA,FALSE,"Acanthochromis polyacanthus","0.54_1.06_20",1,20,"0.46_1.267_20",1,20,0.0670124412475393,0.662484379242472,0.0670124412475393,0.662484379242472
"202",217,28,"Munday et al.","Global Change Biology",2017,"Acanthochromis_polyacanthus","vertebrates","1maternal","F1","F1","2juvenile","2juvenile","control","control","elevate temperature","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","net aerobic scope","1physiological",0,20,20,77.084,59.168,10.672,9.429,38,0.264359178,0.002229412,31.90350454,27.71668076,"F1",0,NA,FALSE,"Acanthochromis polyacanthus","77.084_10.672_20",1,20,"59.168_9.429_20",1,20,0.264359177507102,0.00222941239306317,0.264359177507102,0.00222941239306317
"203",218,28,"Munday et al.","Global Change Biology",2017,"Acanthochromis_polyacanthus","vertebrates","1maternal","F1","F1","2juvenile","2juvenile","control","control","elevate temperature","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","net aerobic scope","1physiological",0,20,20,0.58,0.78,0.957,0.44,38,-0.236158609,0.161427166,2.676923879,7.830002345,"F1",0,NA,FALSE,"Acanthochromis polyacanthus","0.58_0.957_20",1,20,"0.78_0.44_20",1,20,-0.23615860871385,0.161427166313625,-0.23615860871385,0.161427166313625
"204",219,28,"Munday et al.","Global Change Biology",2017,"Acanthochromis_polyacanthus","vertebrates","1maternal","F1","F1","2juvenile","2juvenile","control","control","elevate temperature","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","resting metabolic rate","1physiological",0,20,20,0.39,0.32,1.448,1.63,38,-0.106205579,3.065612684,1.18964124,0.867126263,"F1",0,NA,FALSE,"Acanthochromis polyacanthus","0.39_1.448_20",1,20,"0.32_1.63_20",1,20,-0.106205579222061,3.06561268371968,-0.106205579222061,3.06561268371968
"205",220,29,"Vellichirammal et al.","Proceedings of the National Academy of Sciences of the United States of America",2017,"Acyrthosiphon_pisum","invertebrates","1maternal","F1","F1","3adult","3adult","control","control","ecdysone","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","percentage of winged offsprings","2morphological",0,19,18,0.746,0.502,0.513,1.092,56,0.277127509,0.322637401,6.256351346,1.923654034,"F1",0,NA,FALSE,"Acyrthosiphon pisum","0.746_0.513_19",1,19,"0.502_1.092_18",1,18,0.277127508599455,0.322637400882739,0.277127508599455,0.322637400882739
"206",221,29,"Vellichirammal et al.","Proceedings of the National Academy of Sciences of the United States of America",2017,"Acyrthosiphon_pisum","invertebrates","1maternal","F1","F1","3adult","3adult","control","control","ecdysone","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","percentage of winged offsprings","2morphological",0,19,20,0.725,0.67,0.566,0.724,56,0.065740546,0.092681062,5.510883663,4.087485287,"F1",0,NA,FALSE,"Acyrthosiphon pisum","0.725_0.566_19",1,19,"0.67_0.724_20",1,20,0.0657405457449492,0.0926810615529171,0.0657405457449492,0.0926810615529171
"207",222,29,"Vellichirammal et al.","Proceedings of the National Academy of Sciences of the United States of America",2017,"Acyrthosiphon_pisum","invertebrates","1maternal","F1","F1","3adult","3adult","control","control","ecdysone","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","percentage of winged offsprings","2morphological",0,15,15,0.3,0.705,1.43,0.539,56,-0.116528954,2.701687742,0.799194087,4.982730483,"F1",0,NA,FALSE,"Acyrthosiphon pisum","0.3_1.43_15",1,15,"0.705_0.539_15",1,15,-0.116528954231215,2.70168774169666,-0.116528954231215,2.70168774169666
"208",223,30,"Chen et.al","Aquatic Toxicology",2015,"Oryzias_latipes","vertebrates","1maternal","F1","F1","3adult","1embryonic","control","control","cr(vi)","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","fertilization rate of eggs","4survival",0,9,9,99.6,76.8,2.1,6.1,35,0.25963174,0.000750604,138.4401544,36.7496677,"F1",0,90,FALSE,"Oryzias latipes","99.6_2.1_9",1,9,"76.8_6.1_9",1,9,0.259631740421072,0.00075060365496476,0.259631740421072,0.00075060365496476
"209",224,30,"Chen et.al","Aquatic Toxicology",2015,"Oryzias_latipes","vertebrates","1maternal","F1","F1","3adult","1embryonic","control","control","cr(vi)","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","hatching rate of fertilized eggs","4survival",0,9,9,91.4,96.4,5.4,10.8,35,-0.053764105,0.001783492,49.40540541,26.05405405,"F1",0,90,FALSE,"Oryzias latipes","91.4_5.4_9",1,9,"96.4_10.8_9",1,9,-0.0537641051909,0.0017834917760019,-0.0537641051909,0.0017834917760019
"210",225,30,"Chen et.al","Aquatic Toxicology",2015,"Oryzias_latipes","vertebrates","1maternal","F1","F1","3adult","2juvenile","control","control","cr(vi)","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","weight of larvae(mg wet wt)","2morphological",0,9,9,0.653,0.598,0.06,0.105,100,0.08674262,0.004369951,31.76756757,16.62393822,"F1",0,90,FALSE,"Oryzias latipes","0.653_0.06_9",1,9,"0.598_0.105_9",1,9,0.0867426201303553,0.00436995067225319,0.0867426201303553,0.00436995067225319
"211",226,30,"Chen et.al","Aquatic Toxicology",2015,"Oryzias_latipes","vertebrates","1maternal","F1","F1","3adult","2juvenile","control","control","cr(vi)","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","cr levels in larvae","1physiological",1,9,9,0.136,2.914,0.129,1.758,38,3.034863553,0.146222497,3.077309868,4.83829905,"F1",0,90,FALSE,"Oryzias latipes","0.136_0.129_9",1,9,"2.914_1.758_9",1,9,3.03486355308099,0.14622249740424,3.03486355308099,0.14622249740424
"212",227,31,"Sarapultseva &Dubrova","Environmental research",2016,"Daphnia_magna","invertebrates","1maternal","F2","Continuously","1embryonic","3adult","control","control","ionising radiation","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","f2 numbers of broods","5reproductive",0,20,18,3.65,3.5,0.492,0.636,40,0.041501214,0.002745022,32.76783346,23.02803164,"Continuously",0,14,FALSE,"Daphnia magna","3.65_0.492_20",1,20,"3.5_0.636_18",1,18,0.0415012136784801,0.00274502238587278,0.0415012136784801,0.00274502238587278
"213",228,31,"Sarapultseva &Dubrova","Environmental research",2016,"Daphnia_magna","invertebrates","1maternal","F2","Continuously","1embryonic","3adult","control","control","ionising radiation","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","f3 number per f2","5reproductive",0,20,18,67.25,55.56,5.411,8.231,40,0.190505703,0.001543787,54.89524411,28.24590696,"Continuously",0,14,FALSE,"Daphnia magna","67.25_5.411_20",1,20,"55.56_8.231_18",1,18,0.190505703072604,0.00154378748861641,0.190505703072604,0.00154378748861641
"214",229,31,"Sarapultseva &Dubrova","Environmental research",2016,"Daphnia_magna","invertebrates","1maternal","F1","F1","1embryonic","3adult","control","control","ionising radiation","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","f1 numbers of broods","5reproductive",0,29,24,3.55,3.17,0.646,1.176,40,0.110919763,0.006893306,29.34046291,13.06944243,"F1",0,14,FALSE,"Daphnia magna","3.55_0.646_29",1,29,"3.17_1.176_24",1,24,0.110919762782962,0.00689330568980822,0.110919762782962,0.00689330568980822
"215",230,31,"Sarapultseva &Dubrova","Environmental research",2016,"Daphnia_magna","invertebrates","1maternal","F1","F1","1embryonic","3adult","control","control","ionising radiation","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","f2 number per f1","5reproductive",0,29,24,66.86,47.54,6.939,16.313,40,0.338762069,0.005289641,51.44469671,14.12961931,"F1",0,14,FALSE,"Daphnia magna","66.86_6.939_29",1,29,"47.54_16.313_24",1,24,0.338762068608419,0.00528964102657206,0.338762068608419,0.00528964102657206
"216",231,32,"Alba et.al","American Journal of Botany",2016,"Verbascum_thapsus","perennial_plants","1maternal","F1","F1","3adult","1embryonic","control","control","reduced herbivory","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","percent germination","3life_history",0,5,5,4.53,8.478,1.797,1.748,15,-0.615267486,0.040505887,5.368411871,10.32874813,"F1",0,NA,FALSE,"Verbascum thapsus","4.53_1.797_5",1,5,"8.478_1.748_5",1,5,-0.615267485883408,0.0405058865567535,-0.615267485883408,0.0405058865567535
"217",232,33,"Luquet &Tariel","Biomed Central Evolutionary Biology",2016,"Physa_acuta","invertebrates","3biparental","F1","F1","1embryonic","2juvenile","control","control","predator","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","shell thickness (mm)","2morphological",0,6,6,0.054,0.062,0.007,0.005,56,-0.137291989,0.00388909,18.14022118,29.1587259,"F1",1,NA,FALSE,"Physa acuta","0.054_0.007_6",1,6,"0.062_0.005_6",1,6,-0.137291988577619,0.00388908974218769,-0.137291988577619,0.00388908974218769
"218",233,33,"Luquet &Tariel","Biomed Central Evolutionary Biology",2016,"Physa_acuta","invertebrates","3biparental","F1","F1","1embryonic","2juvenile","control","control","predator","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","weight(g)","2morphological",0,6,6,0.061,0.023,0.015,0.01,56,0.964665623,0.042131018,9.562807956,5.408473352,"F1",1,NA,FALSE,"Physa acuta","0.061_0.015_6",1,6,"0.023_0.01_6",1,6,0.964665623194828,0.0421310181547094,0.964665623194828,0.0421310181547094
"219",234,33,"Luquet &Tariel","Biomed Central Evolutionary Biology",2016,"Physa_acuta","invertebrates","3biparental","F1","F1","1embryonic","2juvenile","predator","natural factor","control","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","shell thickness (mm)","2morphological",0,6,6,0.093,0.093,0.01,0.012,32,-0.000423941,0.004707599,21.86904442,18.22420369,"F1",1,NA,FALSE,"Physa acuta","0.093_0.01_6",1,6,"0.093_0.012_6",1,6,-0.00042394111072571,0.00470759899286801,-0.00042394111072571,0.00470759899286801
"220",235,33,"Luquet &Tariel","Biomed Central Evolutionary Biology",2016,"Physa_acuta","invertebrates","3biparental","F1","F1","1embryonic","2juvenile","predator","natural factor","control","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","weight(g)","2morphological",0,6,6,0.012,0.028,0.012,0.015,32,-0.787880343,0.229531121,2.351510153,4.389485619,"F1",1,NA,FALSE,"Physa acuta","0.012_0.012_6",1,6,"0.028_0.015_6",1,6,-0.787880343380401,0.229531120749745,-0.787880343380401,0.229531120749745
"221",236,34,"Middleton &Hinch","Hydrobiogia",2016,"Oncorhynchus_nerka","vertebrates","3biparental","F1","F1","3adult","1embryonic","control","control","captive","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","fertilization success","4survival",0,18,20,86.2,82.3,11.031,19.23,35,0.045389073,0.003643721,32.69928602,18.9034258,"F1",0,730,FALSE,"Oncorhynchus nerka","86.2_11.031_18",1,18,"82.3_19.23_20",1,20,0.0453890726910245,0.00364372091652331,0.0453890726910245,0.00364372091652331
"222",237,34,"Middleton &Hinch","Hydrobiogia",2016,"Oncorhynchus_nerka","vertebrates","3biparental","F1","F1","3adult","1embryonic","control","control","captive","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","offspring survival","4survival",0,18,20,88.2,76.2,11.031,29.069,35,0.14304177,0.008172313,33.45797015,11.57830126,"F1",0,730,FALSE,"Oncorhynchus nerka","88.2_11.031_18",1,18,"76.2_29.069_20",1,20,0.143041769806889,0.00817231332476563,0.143041769806889,0.00817231332476563
"223",238,35,"Yu et.al","Environmental Pollution",2016,"Danio_rerio","vertebrates","3biparental","F1","F1","2juvenile","2juvenile","control","control","1,3-dichloro-6-propyl","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","offspring body length","2morphological",0,3,3,161.7,157,4.473,4.261,100,0.029501731,0.00050066,57.79757841,58.9096767,"F1",0,280,FALSE,"Danio rerio","161.7_4.473_3",1,3,"157_4.261_3",1,3,0.0295017309697995,0.000500659818663184,0.0295017309697995,0.000500659818663184
